Question,Answer,Mode
Which companies come for placements at LPU?,"Top companies that recruit from LPU include: **Google, Microsoft, Amazon, Wipro, Infosys, TCS, Cognizant, HCL, Capgemini, Deloitte, Accenture, IBM, PhonePe, Paytm, Zomato, Byju's, Goldman Sachs, KPMG, Adobe, Samsung**, and 900+ more companies. Over 3,000+ companies visit LPU annually for placements.",Placements and Career
How to register for campus placements at LPU?,"To register for placements: 1. Login to **UMS** → **CDC (Career Development Centre)** → Campus Placement Registration. 2. Upload your updated resume in the approved format. 3. Register your CGPA, skills, and internship details. 4. Attend CDC orientation in 5th semester. Placement drives are announced via UMS and CDC email.",Placements and Career
What is the minimum CGPA for placements at LPU?,"Most companies visiting LPU for placements require a minimum **CGPA of 6.5–7.0** on a 10-point scale. Some companies like TCS, Wipro require 6.0+, while premium companies like Google, Microsoft may require 8.0+ CGPA. No active backlogs are mandatory for most placement drives.",Placements and Career
When do placements start at LPU?,Campus placement activity begins from the **5th semester** at LPU. Internship opportunities are provided from 3rd/4th semester via CDC. Full-time placement drives (campus hiring) run from **October to March** of the final year. Pre-placement offers (PPO) from internships also count toward placement.,Placements and Career
What is CDC at LPU?,"CDC stands for **Career Development Centre** at LPU. It is the official placement and career services department. CDC conducts aptitude training, mock interviews, resume building workshops, and coordinates all campus placement drives. It is located in the main academic zone and is accessible via UMS.",Placements and Career
Does LPU help with internships?,"Yes, LPU's CDC actively facilitates **internship opportunities** for students from 3rd semester onwards. Internships are also offered through LPU's industry partnerships, startup incubators, and via dedicated internship portals linked to UMS. Students can also get credit for internships under LPU's internship policy.",Placements and Career
Is there an LPU placement guarantee?,"LPU does not offer a 100% placement guarantee but has a strong placement record — over **70–80% of eligible and registered students** get placed through campus drives. Students who actively apply and have strong skills, good CGPA, and no backlogs have significantly higher placement success rates.",Placements and Career
What is the LPU entrepreneurship cell?,"LPU has a vibrant **Entrepreneurship Cell (E-Cell)** that supports student startups through the **LPU Incubation Centre / Lovely Tech Park**. Students can get seed funding, mentorship, workspace, and guidance to launch their own companies. Several student startups from LPU have raised VC funding.",Placements and Career
How to prepare for placements at LPU?,"To prepare for placements at LPU: 1. Maintain **CGPA ≥ 7.0** with no backlogs. 2. Build skills: DSA, programming, core domain knowledge. 3. Attend CDC aptitude and soft skills training. 4. Do internships from 3rd/4th semester. 5. Build projects on GitHub. 6. Practice on platforms like LeetCode, HackerRank, and CodeChef. 7. Register on CDC portal in 5th semester.",Placements and Career
What are the top CSE specializations for placements at LPU?,"Top CSE specializations for placements at LPU: **CSE (AI & Machine Learning)**, CSE (Data Science), CSE (Cybersecurity), CSE (Cloud Computing), and CSE (Full Stack Development) give the best placement outcomes with average packages of ₹7–15 LPA. These align with current industry demand from top tech companies.",Placements and Career
What is RMS at LPU?,"RMS stands for **Request Management System** at LPU. It is the official portal (accessible via UMS) where students can submit formal requests such as duty leave, bonafide certificates, fee receipts, hostel complaints, address change, medical leave, and other university-related service requests. All requests are tracked until resolved.",Academic
How to apply for duty leave at LPU?,"To apply for Duty Leave (DL): 1. Login to **UMS** → **RMS** → New Request → Duty Leave. 2. Select the dates and reason (competition, seminar, NCC/NSS, sports event, university activity). 3. Attach supporting documents (event letter or certificate). 4. Submit for TG/HOD approval. 5. Approved DL does not count as absence.",Academic
What events qualify for duty leave at LPU?,"Events qualifying for Duty Leave at LPU: National/international sports competitions, NCC/NSS camps and activities, inter-university/tech competitions, university-organized trips and educational tours, student society events officially approved by DSW, AICTE/UGC funded seminars, and other university-endorsed activities.",Academic
What is medical leave at LPU?,"Medical Leave (ML) at LPU is a type of condonation for absence due to genuine medical reasons. You need: A medical certificate from a registered doctor/hospital, and submission via **UMS → RMS → Medical Leave Request** within 7 days of returning. Approved ML reduces effective absence for attendance calculation.",Academic
How many duty leaves can I take per semester at LPU?,"LPU does not prescribe a strict maximum number of duty leave days, but individual departments may set caps. Generally, DL is granted for specific events and must be applied for in advance. Total DL should not be so excessive that it compromises academic progress. Your TG monitors DL applications.",Academic
What is TG at LPU?,"TG stands for **Teacher Guardian** at LPU. Every student is assigned a TG — a faculty member who acts as their academic advisor and mentor. Your TG helps with course registration, attendance issues, duty leave approval, academic concerns, and personal counseling. Check UMS for your assigned TG's name and contact.",Academic
What is the dress code at LPU?,"LPU has a **formal dress code** for academic areas (classrooms, labs, exam halls). Boys: formal trousers/jeans with collared shirts or T-shirts. Girls: Salwar kameez, formal wear or jeans with tops. Sleeveless tops and shorts are not allowed in academic zones. During industrial visits, formal attire is compulsory. Hostel common areas also have basic dress code norms.",Rules Safety and Grievance
What are the anti-ragging rules at LPU?,"LPU has a **zero-tolerance anti-ragging policy** in accordance with UGC regulations. Ragging (verbal, physical, or online) is a criminal offense. Punishments range from suspension to expulsion and police action. All students sign an anti-ragging affidavit at admission. Report ragging via the anti-ragging helpline or through the DSW office.",Rules Safety and Grievance
